Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
KDM1077,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1078,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1080,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
kdm1082,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1084,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1086,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1087,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1088,Tom Steyer (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,No
KDM1090,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1092,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1100,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1118,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1119,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1120,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1121,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1122,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,No
KDM1123,Michael Bennet (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1124,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1125,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1126,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1127,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1130,Elizabeth Warren (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1131,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1132,Andrew Yang (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1133,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1134,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1135,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1136,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1137,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1138,Amy Klobuchar (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1139,Amy Klobuchar (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1140,,King Drew Magnet High School,,,,,,,,,,,,,,,,,,,
KDM1148,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1149,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
KDM1150,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1151,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1152,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1153,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1155,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1157,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1159,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1161,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1167,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,No
KDM1169,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,No
KDM1170,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1177,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
KDM1178,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1179,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1181,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1182,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1183,Tom Steyer (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
KDM1184,Andrew Yang (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1185,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1186,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1188,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1189,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1190,Elizabeth Warren (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1191,Michael Bloomberg (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1192,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1209,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
KDM1210,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1211,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
kdm1212,Joe Biden (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
KDM1214,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM1217,Bernie Sanders (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
KDM2108,Michael Bennet (D),King Drew Magnet High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
MAH1000,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1002,Tom Steyer (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,No
MAH1004,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1006,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1010,Michael Bennet (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1011,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1012,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1015,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1016,Michael Bennet (D),Manual Arts High School,,,,,,,,,,,,,,,,Joe Collins (R),,,Yes
MAH1018,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1019,Pete Buttigieg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1020,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
mah1021,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1023,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1025,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,No
MAH1027,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1030,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1031,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1033,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1035,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1036,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,,,,,,,,Yes
MAH1037,Tom Steyer (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1038,Pete Buttigieg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1040,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1041,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1042,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1043,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1044,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1045,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Errol Webber (R),,,,,,,Yes
MAH1046,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1047,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1048,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1049,Michael Bennet (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1050,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1051,Andrew Yang (D),Manual Arts High School,,,,,,,,,,,,Errol Webber (R),,,,,,,Yes
MAH1052,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1053,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1054,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1055,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1056,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1057,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
mah1058,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1059,Tom Steyer (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1061,Tom Steyer (D),Manual Arts High School,,,,,,,,,,,,Errol Webber (R),,,,,,,Yes
MAH1062,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1063,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1064,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1065,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1066,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1067,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1068,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1069,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1070,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
mah1071,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1075,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1077,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1078,Pete Buttigieg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1080,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1083,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1084,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Errol Webber (R),,,,,,,Yes
MAH1085,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1086,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1087,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
mah1088,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1089,Tom Steyer (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1091,Michael Bennet (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1092,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1094,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1095,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1096,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1097,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1098,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1099,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1100,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1101,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1102,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1103,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,No
MAH1104,,Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1105,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1106,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1107,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1108,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1109,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1110,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1111,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1113,Michael Bennet (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1114,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1115,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1116,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1117,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1118,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1119,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH112,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1120,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1121,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1122,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1123,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1124,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1125,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1126,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1127,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAH1128,Andrew Yang (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1134,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1135,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1136,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1137,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,
MAH1139,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1141,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1142,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1150,,Manual Arts High School,,,,,,,,,,,,,,,,,,,
MAH123,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1495,Elizabeth Warren (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1496,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1497,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1498,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1499,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAH1500,Joe Biden (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,Yes
MAHH31,Michael Bloomberg (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MAHI003,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Karen Bass (D)(Incumbent),,,,,,,No
mahl1013,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,No
MHS1070,Bernie Sanders (D),Manual Arts High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
MKHS1000,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
Mkhs1001,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
mkHS1002,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1003,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1006,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1007,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1009,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1010,Pete Buttigieg (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1011,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1012,Tom Steyer (D),Mark Keppel High School,,,,Christian Daly (Independent),,,,,,,,,,,,,,,Yes
MKHS1013,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1014,Michael Bloomberg (D),Mark Keppel High School,,,,,,,,,,,,,,,,,,,No
MKHS1016,Elizabeth Warren (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1017,Michael Bloomberg (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
Mkhs1018,Elizabeth Warren (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1019,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1020,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1021,Joe Biden (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1022,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
mkhs1024,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1026,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1027,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1028,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1029,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1030,Michael Bloomberg (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1031,Joe Biden (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1032,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1033,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1034,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1036,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
Mkhs1037,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1038,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1039,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1040,Andrew Yang (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,No
MKHS1041,Pete Buttigieg (D),Mark Keppel High School,,,,Johnny Nalbandian (R),,,,,,,,,,,,,,,Yes
MKHS1042,Elizabeth Warren (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1043,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
MKHS1044,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
mkhs1045,Bernie Sanders (D),Mark Keppel High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
